Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
D5,blue,LED_0603_1608Metric,384.739304,-96.387534,-90.0,top
D6,1N4148WS,D_SOD-323,364.684556,-50.475729,90.0,top
D7,blue,LED_0603_1608Metric,383.139304,-96.387534,-90.0,top
D8,green,LED_0603_1608Metric,381.539304,-96.387534,-90.0,top
D9,green,LED_0603_1608Metric,379.939304,-96.387534,-90.0,top
D12,3.3v,D_MiniMELF,359.276804,-154.85,0.0,top
H4,M.2 riser 2.5mm,Sinhoo SMTSO2530CTJ,373.886659,-159.705,0.0,top
IC1,"PCA9554APW,118",SOP65P640X110-16N,348.139304,-91.850034,90.0,top
IC2,Injoinic IP5306 battery charge,SOIC127P599X155-9N,462.214304,-102.850034,0.0,top
IC3,CY8CMBR3108-LQXIT,QFN50P300X300X60-17N-D,470.639304,-42.630034,180.0,top
J2,XKB_U262-16XN-4BVC11 USB-C recept,USB_C_Receptacle_XKB_U262-16XN-4BVC11,387.439304,-8.550034,180.0,top
J5,header_i2c,PinSocket_1x04_P2.54mm_Vertical,341.539304,-63.325034,90.0,top
J6,female 1x6,PinSocket_1x06_P2.54mm_Vertical,451.011804,-8.851034,-90.0,top
J8,female 1x4,PinSocket_1x04_P2.54mm_Vertical,412.849304,-96.970034,0.0,top
J12,SSD1306,PinSocket_1x07_P2.54mm_Vertical,341.039304,-69.325034,90.0,top
J31,4p,PinSocket_1x04_P2.54mm_Vertical,377.739304,-7.150034,-90.0,top
J32,header_power tap,PinSocket_1x02_P2.54mm_Vertical,370.119304,-91.970034,180.0,top
J33,header_power tap,PinSocket_1x02_P2.54mm_Vertical,352.139304,-123.120034,180.0,top
J38,microSD SOFNG TF-15x15,SOFNG TF-15x15 (LCSC C111196),339.016553,-166.005,-90.0,top
J43,Conn_01x20,PinSocket_1x20_P2.54mm_Vertical,399.629304,-7.440034,0.0,top
J44,Conn_01x08,PinSocket_1x08_P2.54mm_Vertical,427.569304,-84.700034,-90.0,top
J45,female 1x6,PinSocket_1x06_P2.54mm_Vertical,438.311804,-108.851034,90.0,top
J52,female 1x6,PinSocket_1x06_P2.54mm_Vertical,430.629304,-89.940034,-90.0,top
J53,female 1x6,PinSocket_1x06_P2.54mm_Vertical,416.659304,-110.940034,90.0,top
L1,1uH,Inductor_MCS0630-1R0MN2,465.854304,-89.956034,90.0,top
R1,22R,R_1206_3216Metric,368.184556,-31.875729,180.0,top
R2,22R,R_1206_3216Metric,368.184556,-34.275729,180.0,top
R3,22R,R_1206_3216Metric,368.184556,-36.675729,180.0,top
R4,10k,R_1206_3216Metric,474.638304,-16.922534,-90.0,top
R5,470R,R_1206_3216Metric,352.084556,-29.675729,180.0,top
R6,470R,R_1206_3216Metric,352.084556,-32.075729,180.0,top
R7,5.1k,R_1206_3216Metric,384.401804,-17.635034,0.0,top
R8,5.1k,R_1206_3216Metric,389.701804,-17.635034,180.0,top
R9,2R,R_1206_3216Metric,462.439304,-66.620034,0.0,top
R10,10k,R_1206_3216Metric,462.939304,-108.920034,-90.0,top
R11,0.5R,R_1206_3216Metric,463.379304,-83.141034,-90.0,top
R12,75k,R_1206_3216Metric,466.529304,-19.260034,0.0,top
R14,100k,R_1206_3216Metric,354.176804,-154.85,180.0,top
R15,100k,R_1206_3216Metric,350.339304,-167.65,0.0,top
R19,220R,R_1206_3216Metric,368.184556,-52.675729,90.0,top
R20,47R,R_1206_3216Metric,348.447056,-40.375729,0.0,top
R21,47R,R_1206_3216Metric,348.447056,-42.775729,0.0,top
R22,470R,R_1206_3216Metric,350.584556,-50.475729,90.0,top
R34,470R,R_1206_3216Metric,386.739304,-92.387534,90.0,top
R35,470R,R_1206_3216Metric,384.339304,-92.387534,90.0,top
R36,470R,R_1206_3216Metric,381.939304,-92.387534,90.0,top
R37,470R,R_1206_3216Metric,379.539304,-92.387534,90.0,top
R40,4.7k,R_1206_3216Metric,345.339304,-60.350034,0.0,top
R41,4.7k,R_1206_3216Metric,353.339304,-60.450034,0.0,top
SW1,SW_Push,XKB switch jlcpcb SW_TS-1187A-B-A-B,462.939304,-115.620034,-90.0,top
SW2,SW_Push,B3F-4055,338.639304,-106.350034,90.0,top
SW3,SW_Push,B3F-4055,352.639304,-106.350034,90.0,top
SW4,SW_Push,B3F-4055,366.639304,-106.350034,90.0,top
SW5,SW_Push,B3F-4055,380.639304,-106.350034,90.0,top
SW6,SW_Push,XKB switch jlcpcb SW_TS-1187A-B-A-B,364.539304,-159.55,0.0,top
U1,PCM5102A,TSSOP-20_4.4x6.5mm_P0.65mm,358.784556,-30.675729,0.0,top
U2,Teensy4.1_RIGHT,PinSocket_1x20_P2.54mm_Vertical,445.709304,-155.784034,90.0,top
U3,Teensy4.1_LEFT,PinSocket_1x20_P2.54mm_Vertical,445.709304,-171.024034,90.0,top
U6,Placeholder,Teensy41_graphic,474.774304,-163.850034,0.0,top
U7,TLV75733PDBV,SOT-23-5,358.384556,-36.075729,180.0,top
U8,6N138,DIP-8_W7.62mm,361.784556,-54.275729,180.0,top
U9,mb1,mouse-bite-2mm-slot,442.014304,-115.850034,0.0,top
U10,mb1,mouse-bite-2mm-slot,345.014304,-115.850034,0.0,top
U11,mb1,mouse-bite-2mm-slot,457.139304,-100.975034,90.0,top
U13,mb1,mouse-bite-2mm-slot,457.139304,-16.975034,90.0,top
U14,mb1,mouse-bite-2mm-slot,457.139334,-41.975034,90.0,top
U15,mb1,mouse-bite-2mm-slot,410.264304,-115.850034,0.0,top
U19,TLV75733PDBV,SOT-23-5,356.339304,-151.95,0.0,top
U38,WS2812,PinSocket_1x03_P2.54mm_Vertical,406.539304,-91.250034,-90.0,top
U40,APCI0108-P001A Teensy_4.0_MicroMod,21992304,395.536659,-163.705,-90.0,top
U42,processor board template,dev board processor subboard template,418.839304,-152.450034,0.0,top
U43,processor board template,dev board processor subboard template,334.839304,-152.450034,0.0,top
U45,"MPR121, 0x5A",UQFN-20_3x3mm_P0.4mm,471.129304,-21.060034,-90.0,top
U46,captouch board template,dev board captouch board template,470.639304,-11.850034,0.0,top
U47,captouch board template,dev board captouch board template,470.639304,-35.850034,0.0,top
