Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
D16,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,-295.001696,-208.932034,180.0,top
D17,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,-255.501696,-209.147034,180.0,top
D25,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,-186.201696,-209.497034,180.0,top
IC1,"PCA9554APW,118",SOP65P640X110-16N,-217.326696,-240.897034,180.0,top
IC2,Injoinic IP5306 battery charge,SOIC127P599X155-9N,-46.851696,-238.697034,0.0,top
IC3,"PCA9554APW,118",SOP65P640X110-16N,-266.751696,-199.497034,-90.0,top
J1,header i2c pressure,PinHeader_1x04_P2.54mm_Vertical_SMD_Pin1Right,-48.339196,-211.197034,-90.0,top
J2,lh_header_i2c_main,PinHeader_1x04_P2.54mm_Vertical_SMD_Pin1Right,-154.526696,-208.697034,0.0,top
J3,MIDI IN,SWITCHCRAFT_35RAPC4BV4_OvalHoles,-189.094842,-238.197034,135.0,bottom
J4,MIDI OUT,SWITCHCRAFT_35RAPC4BV4_OvalHoles,-206.594842,-238.197034,135.0,bottom
J5,XKB_U262-16XN-4BVC11 USB-C recept,USB_C_Receptacle_XKB_U262-16XN-4BVC11,-151.506207,-196.517523,0.0,top
J6,RH touch keys header,PinHeader_1x04_P2.54mm_Vertical_SMD_Pin1Right,-241.326696,-241.497034,-90.0,top
J7,I2C HEADER main to PITCH,PinHeader_1x04_P2.54mm_Vertical_SMD_Pin1Right,-256.326696,-223.597034,90.0,top
J9,OLED_HEADER,PinHeader_1x07_P2.54mm_Vertical_SMD_Pin1Right,-202.426696,-222.997034,90.0,top
J10,LH header multi to main,PinHeader_1x07_P2.54mm_Vertical_SMD_Pin1Right,-280.434196,-202.877034,180.0,top
J11,microSD SOFNG TF-15x15,SOFNG TF-15x15 (LCSC C111196),-127.346207,-192.317523,0.0,top
J12,main header multi to LH,PinHeader_1x07_P2.54mm_Vertical_SMD_Pin1Right,-168.971696,-241.752034,-90.0,top
J13,clarinoid3 main usb interconnect 12p,clarinoid3-sd subboard castellated,-155.376207,-184.692523,0.0,top
J14,header_i2c_lh to pressure,PinHeader_1x04_P2.54mm_Vertical_SMD_Pin1Right,-189.801696,-200.597034,-90.0,top
J15,clarinoid3 DAC and POT subboard interconnect,Bourns_POT_PTR902-2020K-A103 Panel subboard castellated header,-98.476207,-183.692523,180.0,bottom
J15,clarinoid3 DAC and POT subboard interconnect,Bourns_POT_PTR902-2020K-A103 Panel subboard castellated header,-78.139196,-183.697034,180.0,bottom
J16,AudioOut,SWITCHCRAFT_35RAPC4BV4_OvalHoles,-156.094842,-238.197034,135.0,bottom
J17,clarinoid3 main usb interconnect 12p,clarinoid3-sd subboard smd,-84.619196,-231.797034,180.0,bottom
J18,header lh_keys,PinHeader_1x04_P2.54mm_Vertical_SMD_Pin1Right,-287.621696,-206.667034,180.0,top
J19,clarinoid3 DAC and POT subboard interconnect,Bourns_POT_PTR902-2020K-A103 Panel interconnect,-175.751696,-225.597034,0.0,top
J21,encoder header,PinHeader_1x05_P2.54mm_Vertical_SMD_Pin1Right,-178.876696,-205.586034,0.0,top
L1,1uH,Inductor_MCS0630-1R0MN2,-47.251696,-227.297034,0.0,top
R1,22R,R_0402_1005Metric,-89.576207,-183.992523,-90.0,top
R1,22R,R_0402_1005Metric,-69.239196,-183.997034,-90.0,top
R2,22R,R_0402_1005Metric,-88.476207,-183.992523,-90.0,top
R2,22R,R_0402_1005Metric,-68.139196,-183.997034,-90.0,top
R3,22R,R_0402_1005Metric,-90.676207,-183.992523,-90.0,top
R3,22R,R_0402_1005Metric,-70.339196,-183.997034,-90.0,top
R4,470R,R_0402_1005Metric,-98.151902,-181.092523,0.0,top
R4,470R,R_0402_1005Metric,-77.814891,-181.097034,0.0,top
R5,470R,R_0402_1005Metric,-101.476207,-189.082523,90.0,top
R5,470R,R_0402_1005Metric,-81.139196,-189.087034,90.0,top
R6,220R,R_0805_2012Metric,-221.776696,-224.497034,180.0,top
R7,470R,R_0805_2012Metric,-218.289196,-222.597034,180.0,top
R8,47R,R_0805_2012Metric,-211.126696,-235.997034,-135.0,top
R9,47R,R_0805_2012Metric,-201.381461,-238.051799,45.0,top
R10,2R,R_0603_1608Metric,-52.751696,-236.697034,-90.0,top
R11,10k,R_0402_1005Metric,-118.251696,-194.497034,-90.0,top
R12,0.5R,R_0402_1005Metric,-53.751696,-223.097034,90.0,top
R13,5.1k,R_0805_2012Metric,-149.268707,-189.192523,-90.0,top
R14,5.1k,R_0805_2012Metric,-153.376207,-189.192523,-90.0,top
R15,10k,R_0402_1005Metric,-226.026696,-240.722034,-90.0,top
R16,75k,R_0402_1005Metric,-231.426696,-241.622034,90.0,top
R17,4.7k,R_0402_1005Metric,-222.526696,-243.097034,180.0,top
R18,4.7k,R_0402_1005Metric,-222.526696,-241.997034,180.0,top
R19,10k,R_0402_1005Metric,-140.539196,-209.197034,90.0,top
R20,75k,R_0402_1005Metric,-140.439196,-212.697034,90.0,top
R21,PTR902-2020K-A103,PTR902-2020K-A103,-95.976207,-178.692523,90.0,bottom
R21,PTR902-2020K-A103,PTR902-2020K-A103,-75.639196,-178.697034,90.0,bottom
R35,10k,R_0402_1005Metric,-268.351696,-207.087034,90.0,top
R36,75k,R_0402_1005Metric,-266.651696,-211.297034,180.0,top
SW1,sw_batteryindicator,XKB switch jlcpcb SW_TS-1187A-B-A-B,-113.856207,-194.692523,0.0,top
SW2,sw_RHx1,MB2511S2G45,-291.389196,-225.762034,0.0,top
SW3,sw_RHx2,MB2511S2G45,-275.389196,-223.762034,0.0,top
SW4,sw_RHx3,MB2511S2G45,-245.389196,-223.762034,0.0,top
SW5,sw_RHx4,MB2511S2G45,-229.389196,-225.762034,0.0,top
SW6,sw_program,XKB switch jlcpcb SW_TS-1187A-B-A-B,-140.856207,-194.692523,180.0,top
SW7,SW_OK,solder point DIP 1x2,-213.652477,-197.121545,-90.0,top
SW9,SW_BACK,solder point DIP 1x2,-240.152477,-197.161545,-90.0,top
SW10,SW_x1,MB2511S2G45,-233.551696,-206.832034,180.0,top
SW11,SW_x2,MB2511S2G45,-206.951696,-206.832034,180.0,top
SW12,SW_x3,MB2511S2G45,-192.151696,-206.832034,180.0,top
SW13,SW_y1,PinHeader_1x02_P2.54mm_Vertical_SMD_Pin1Right,-288.501696,-193.597034,180.0,top
SW14,SW_y2,PinHeader_1x02_P2.54mm_Vertical_SMD_Pin1Right,-295.501696,-193.597034,180.0,top
U1,Pressure1_0x28_I2C0,ABPMAND001PG2A3,-48.339196,-201.197034,180.0,top
U2,APCI0108-P001A Teensy_4.0_MicroMod,21992304,-144.251696,-231.197034,-90.0,top
U4,PCM5102A,TSSOP-20_4.4x6.5mm_P0.65mm,-96.013707,-196.817523,0.0,top
U4,PCM5102A,TSSOP-20_4.4x6.5mm_P0.65mm,-75.676696,-196.822034,0.0,top
U5,TLV75533PDBV,SOT-23-5,-91.276207,-189.292523,180.0,top
U5,TLV75533PDBV,SOT-23-5,-70.939196,-189.297034,180.0,top
U6,6N138,DIP-8_W7.62mm,-214.414196,-227.122034,90.0,bottom
U7,TLV75733PDBV,SOT-23-5,-134.951696,-222.097034,180.0,top
U8,"MPR121, 0x5A",UQFN-20_3x3mm_P0.4mm,-228.726696,-242.697034,-90.0,top
U9,WS2812_HEADER LH to external,PinHeader_1x03_P2.54mm_Vertical_SMD_Pin1Right,-200.147696,-208.542034,-90.0,top
U10,"MPR121, 0x5A",UQFN-20_3x3mm_P0.4mm,-265.501696,-208.647034,0.0,top
U11,"MPR121, 0x5A",UQFN-20_3x3mm_P0.4mm,-137.639196,-210.697034,0.0,top
U15,OK cutout,MB2511S4W01-BC,-220.251696,-201.897034,180.0,top
U16,BACK cutout,MB2511S4W01-BC,-246.851696,-201.897034,180.0,top
U18,encoder cutout,Bourns_ENC_PEC11R-4215F-S0024 panel cutout shaft downward,-167.139196,-204.391545,180.0,top
